sex,age,race,juv_fel_count,decile_score,juv_misd_count,juv_other_count,priors_count,days_b_screening_arrest,c_days_from_compas,c_charge_degree,c_charge_desc,is_recid,is_violent_recid,decile_score.1,v_decile_score,priors_count.1,two_year_recid
Male,59,Hispanic,0,1,0,0,0,-2.0,2.0,M,DUI Level 0.15 Or Minor In Veh,0,0,1,1,0,0
Female,27,Caucasian,0,7,0,0,1,,238.0,F,arrest case no charge,1,0,7,3,1,1
Female,29,African-American,0,8,0,0,11,-1.0,1.0,F,Possession of Cocaine,0,0,8,5,11,0
Male,72,Caucasian,0,1,0,0,3,-5.0,5.0,F,arrest case no charge,0,0,1,1,3,0
Female,24,African-American,0,7,0,0,2,-1.0,1.0,M,Assault,1,0,7,8,2,1
Male,45,African-American,0,9,0,0,3,6.0,35.0,F,Att Burgl Unoccupied Dwel,0,0,9,1,3,0
Male,30,African-American,0,10,0,0,7,0.0,1.0,M,Assault,1,0,10,10,7,1
Male,45,African-American,0,1,0,0,0,-1.0,1.0,M,Battery,0,0,1,1,0,0
Male,47,Caucasian,0,1,0,0,0,-1.0,1.0,M,Battery,0,0,1,1,0,0
Male,24,African-American,0,3,0,0,0,-1.0,1.0,F,Burgl Dwel/Struct/Convey Armed,1,0,3,4,0,1
Male,20,African-American,0,3,0,0,0,-1.0,1.0,M,Battery,1,0,3,6,0,1
Male,51,Caucasian,0,1,0,0,6,0.0,0.0,F,arrest case no charge,1,0,1,1,6,1
Male,34,African-American,0,3,0,0,2,,128.0,M,Ride Tri-Rail Without Paying,0,0,3,2,2,0
Male,22,Hispanic,0,3,0,0,2,102.0,257.0,F,arrest case no charge,0,0,3,6,2,0
Female,49,Caucasian,0,2,0,0,2,-1.0,1.0,M,Viol Prot Injunc Repeat Viol,1,0,2,1,2,1
Male,41,Caucasian,0,1,0,0,5,-1.0,1.0,F,Felony Driving While Lic Suspd,0,0,1,1,5,0
Male,49,Caucasian,0,3,0,0,1,-16.0,17.0,F,Resist Officer w/Violence,0,0,3,1,1,0
Male,26,Hispanic,0,1,0,0,0,-1.0,1.0,M,Battery,0,0,1,2,0,0
Female,34,Caucasian,0,3,0,0,2,-49.0,49.0,F,Uttering a Forged Instrument,1,1,3,2,2,1
Female,28,African-American,0,3,0,0,0,-1.0,1.0,M,Battery,0,0,3,3,0,0
Male,33,Caucasian,0,2,0,0,2,-1.0,1.0,M,Driving License Suspended,0,0,2,2,2,0
Male,46,African-American,0,7,0,0,0,0.0,1.0,F,Driving While License Revoked,0,0,7,4,0,0
Male,21,African-American,0,4,0,0,0,-1.0,1.0,M,Disrupting School Function,1,0,4,6,0,0
Male,26,African-American,0,9,1,3,14,0.0,1.0,F,Pos Cannabis W/Intent Sel/Del,1,0,9,8,14,1
Female,28,Hispanic,0,5,0,0,2,-68.0,65.0,M,arrest case no charge,0,0,5,4,2,0
Male,48,Hispanic,0,1,0,0,1,2.0,169.0,F,arrest case no charge,1,0,1,1,1,1
Male,58,African-American,0,6,0,0,24,0.0,0.0,F,Felony Petit Theft,1,0,6,1,24,1
Male,29,Other,0,1,0,0,0,-1.0,1.0,F,Pos Cannabis W/Intent Sel/Del,0,0,1,2,0,0
Female,20,African-American,0,10,0,3,2,-1.0,1.0,F,arrest case no charge,1,0,10,9,2,1
Male,28,African-American,0,4,0,0,0,0.0,1.0,M,Possess Cannabis/20 Grams Or Less,1,0,4,3,0,1
Male,21,Caucasian,0,8,0,0,0,0.0,1.0,F,Grand Theft in the 3rd Degree,1,1,8,10,0,1
Male,26,Other,0,7,0,0,0,-1.0,1.0,F,Burglary Structure Unoccup,0,0,7,5,0,0
Male,34,African-American,0,1,0,0,3,-4.0,4.0,M,arrest case no charge,0,0,1,1,3,0
Male,32,African-American,2,8,0,0,15,-1.0,1.0,F,Driving While License Revoked,1,0,8,5,15,1
Male,38,African-American,0,4,0,1,10,0.0,1.0,F,Robbery / Weapon,1,0,4,3,10,1
Male,22,African-American,0,3,0,0,0,-1.0,1.0,F,Burglary Unoccupied Dwelling,0,0,3,5,0,0
Male,42,Caucasian,0,5,0,0,2,-1.0,1.0,F,Possession of Cocaine,1,0,5,3,2,1
Female,57,Caucasian,0,4,0,0,0,-1.0,1.0,M,Disorderly Conduct,0,0,4,1,0,0
Female,56,Caucasian,0,1,0,0,1,-20.0,20.0,F,Resist Officer w/Violence,0,0,1,1,1,0
Male,32,Hispanic,0,5,0,0,2,0.0,0.0,M,Viol Prot Injunc Repeat Viol,1,0,5,2,2,1
Male,30,African-American,0,8,2,2,11,-1.0,1.0,F,Strong Armed  Robbery,0,0,8,3,11,0
Male,29,African-American,0,1,0,0,2,-1.0,1.0,M,Driving License Suspended,0,0,1,1,2,0
Male,46,African-American,0,7,0,1,15,-1.0,1.0,F,Driving While License Revoked,1,0,7,1,15,1
Male,36,African-American,2,10,0,0,5,-64.0,64.0,F,Poss Trifluoromethylphenylpipe,0,0,10,8,5,0
Female,24,African-American,0,3,0,0,0,-1.0,1.0,F,Felony Batt(Great Bodily Harm),0,0,3,4,0,0
Female,70,African-American,0,1,0,0,1,-1.0,1.0,F,arrest case no charge,0,0,1,1,1,0
Male,21,Hispanic,0,6,0,0,0,0.0,0.0,F,"Poss3,4 Methylenedioxymethcath",1,0,6,6,0,1
Female,45,Caucasian,0,1,0,0,1,-11.0,11.0,M,Battery,0,0,1,1,1,0
Female,33,Hispanic,0,4,0,0,2,-1.0,1.0,M,Viol Prot Injunc Repeat Viol,0,0,4,2,2,0
Female,39,African-American,0,5,1,0,6,0.0,1.0,F,Grand Theft in the 3rd Degree,0,0,5,2,6,0
Male,25,Caucasian,0,4,1,0,6,-16.0,16.0,F,arrest case no charge,0,0,4,3,6,0
Male,48,Hispanic,0,1,0,0,1,0.0,1.0,M,DUI Level 0.15 Or Minor In Veh,0,0,1,1,1,0
Female,32,Caucasian,0,2,0,0,1,-41.0,41.0,M,DUI Level 0.15 Or Minor In Veh,1,0,2,1,1,1
Male,46,Caucasian,0,1,0,0,0,-1.0,1.0,F,Cruelty Toward Child,0,0,1,1,0,0
Male,28,Caucasian,0,2,0,0,0,0.0,1.0,M,Battery,1,1,2,3,0,1
Male,32,Caucasian,0,2,0,0,1,,229.0,M,DUI Level 0.15 Or Minor In Veh,0,0,2,1,1,0
Male,27,African-American,0,2,0,0,1,-1.0,1.0,F,Grand Theft in the 3rd Degree,0,0,2,2,1,0
Male,43,Caucasian,0,7,0,0,11,16.0,227.0,F,Felony DUI (level 3),1,1,7,4,11,1
Male,56,Caucasian,0,5,0,0,5,-38.0,38.0,F,arrest case no charge,1,0,5,2,5,1
Male,30,African-American,0,10,0,0,9,0.0,0.0,F,Possession of Cocaine,1,0,10,7,9,1
Male,35,African-American,0,9,4,17,12,,734.0,F,Poss Cocaine/Intent To Del/Sel,0,0,9,4,12,0
Male,29,Caucasian,0,3,0,0,1,-22.0,22.0,F,Possession of Cocaine,0,0,3,2,1,0
Male,54,African-American,0,1,0,0,8,0.0,1.0,F,Possession of Cocaine,1,0,1,1,8,1
Female,20,Caucasian,0,4,0,0,0,0.0,0.0,F,Possession of Cocaine,0,0,4,6,0,0
Male,29,African-American,0,1,0,0,0,-1.0,1.0,F,Felony Battery (Dom Strang),0,0,1,2,0,0
Male,28,Other,0,2,0,0,3,,249.0,F,arrest case no charge,0,0,2,3,3,0
Male,67,Asian,0,1,0,0,0,-1.0,1.0,M,Battery,0,0,1,1,0,0
Female,46,African-American,0,5,0,0,1,,1041.0,M,Driving License Suspended,0,0,5,1,1,0
Male,25,Other,0,2,0,0,0,-1.0,1.0,F,Child Abuse,0,0,2,3,0,0
Male,24,African-American,0,9,2,1,8,-1.0,1.0,F,arrest case no charge,1,1,9,9,8,1
Male,29,Other,0,6,0,0,3,-1.0,1.0,F,Uttering a Forged Instrument,0,0,6,2,3,0
Male,45,African-American,0,6,0,0,2,-1.0,345.0,M,Carry Open/Uncov Bev In Pub,0,0,6,2,2,0
Male,31,African-American,0,5,0,0,5,-1.0,1.0,F,arrest case no charge,1,0,5,2,5,1
Male,23,Caucasian,0,3,0,0,0,-1.0,1.0,F,Aggravated Assault W/Dead Weap,1,0,3,4,0,1
Male,21,African-American,0,8,0,0,0,-1.0,1.0,F,Grand Theft in the 3rd Degree,1,0,8,9,0,1
Male,61,Caucasian,0,1,0,0,0,-1.0,1.0,M,Driving Under The Influence,0,0,1,1,0,0
Female,51,Caucasian,0,7,0,0,5,-1.0,1.0,M,Battery,1,0,7,1,5,1
Male,32,Other,0,1,0,0,1,-15.0,15.0,F,Robbery W/Firearm,0,0,1,1,1,0
Male,43,Caucasian,0,6,0,0,9,-2.0,2.0,F,Possession of Hydrocodone,0,0,6,1,9,0
Male,32,Other,0,1,0,0,0,-1.0,1.0,M,Battery,0,0,1,1,0,0
Male,36,African-American,0,5,0,0,0,-1.0,1.0,F,Felony Driving While Lic Suspd,0,0,5,2,0,0
Male,58,Caucasian,0,4,0,0,3,0.0,0.0,F,Felony Petit Theft,1,0,4,1,3,1
Male,32,African-American,0,2,0,0,1,,885.0,M,Disorderly Conduct,0,0,2,6,1,0
Male,57,African-American,0,9,0,0,12,-1.0,1.0,F,Possession of Cocaine,0,0,9,6,12,0
Male,37,African-American,0,7,0,0,2,0.0,0.0,F,Possession Of Alprazolam,0,0,7,6,2,0
Male,44,African-American,0,6,0,0,6,-1.0,1.0,F,arrest case no charge,0,0,6,2,6,0
Male,51,African-American,0,2,0,0,8,,447.0,F,arrest case no charge,0,0,2,1,8,0
Male,45,Hispanic,0,6,0,0,4,,140.0,F,Agg Assault Law Enforc Officer,0,0,6,4,4,0
Male,28,Caucasian,0,8,0,2,9,112.0,297.0,M,Petit Theft,0,0,8,6,9,0
Male,45,African-American,0,7,0,0,8,-1.0,0.0,F,arrest case no charge,1,1,7,4,8,1
Male,48,Other,0,1,0,0,1,-1.0,1.0,F,arrest case no charge,0,0,1,1,1,0
Male,26,African-American,0,8,1,1,13,0.0,1.0,F,Driving While License Revoked,1,0,8,4,13,1
Male,34,Caucasian,1,6,0,0,9,-1.0,1.0,F,Agg Assault W/int Com Fel Dome,1,0,6,5,9,1
Male,25,African-American,0,3,0,0,0,-1.0,1.0,F,Aggrav Battery w/Deadly Weapon,0,0,3,4,0,0
Male,31,African-American,0,7,0,0,8,-1.0,1.0,M,Battery,1,0,7,4,8,1
Male,43,African-American,0,1,0,0,1,-1.0,1.0,F,arrest case no charge,0,0,1,1,1,0
Male,30,African-American,0,1,0,0,0,0.0,0.0,M,Battery,0,0,1,1,0,0
Male,50,Caucasian,0,1,0,0,0,-2.0,2.0,M,Driving Under The Influence,0,0,1,1,0,0
Female,31,African-American,0,2,0,0,2,-1.0,1.0,F,Grand Theft (Motor Vehicle),0,0,2,2,2,0
Female,33,Caucasian,0,6,0,0,7,-6.0,6.0,M,Battery,0,0,6,2,7,0
Male,32,African-American,0,5,0,0,1,-1.0,1.0,F,False Ownership Info/Pawn Item,1,1,5,5,1,1
Female,46,Caucasian,0,1,0,0,0,0.0,1.0,M,Battery,1,0,1,1,0,1
Male,22,Hispanic,0,6,0,0,0,-1.0,1.0,F,Crimin Mischief Damage $1000+,0,0,6,7,0,0
Male,37,African-American,0,5,0,0,8,-1.0,1.0,F,Felony Driving While Lic Suspd,1,0,5,1,8,1
Female,32,Caucasian,0,6,0,0,6,-1.0,1.0,F,arrest case no charge,1,0,6,2,6,1
Female,23,African-American,0,7,0,0,2,-1.0,1.0,F,Grand Theft in the 3rd Degree,1,0,7,5,2,1
Male,21,Caucasian,0,5,0,0,0,0.0,1.0,F,Pos Cannabis W/Intent Sel/Del,0,0,5,7,0,0
Male,22,Other,0,9,0,0,1,,287.0,F,Grand Theft in the 3rd Degree,0,0,9,8,1,0
Male,52,Other,0,1,0,0,2,-1.0,1.0,F,arrest case no charge,0,0,1,1,2,0
Male,49,Caucasian,0,2,0,0,2,-1.0,1.0,M,Battery,0,0,2,1,2,0
Male,55,Caucasian,0,7,0,0,3,-1.0,1.0,F,Possession of Cocaine,1,0,7,2,3,1
Male,22,African-American,0,2,0,0,0,-1.0,1.0,F,Uttering a Forged Instrument,0,0,2,4,0,0
Male,45,Hispanic,0,1,0,0,0,-1.0,1.0,F,Grand Theft (Motor Vehicle),0,0,1,1,0,0
Female,31,African-American,0,5,0,0,7,-1.0,1.0,F,Felony Driving While Lic Suspd,1,0,5,2,7,1
Male,22,Caucasian,0,2,0,1,0,-1.0,1.0,M,Petit Theft,1,0,2,4,0,1
Male,28,African-American,0,6,0,0,5,-1.0,1.0,M,Possess Cannabis/20 Grams Or Less,0,0,6,2,5,0
Male,21,African-American,0,5,0,0,1,-1.0,1.0,F,Grand Theft in the 3rd Degree,1,1,5,8,1,1
Male,37,Hispanic,0,3,0,1,2,-1.0,1.0,M,Exposes Culpable Negligence,0,0,3,3,2,0
Male,30,African-American,0,7,2,0,21,-1.0,1.0,F,arrest case no charge,1,0,7,3,21,1
Male,22,African-American,0,10,0,1,13,-1.0,1.0,F,Poss Cntrft Contr Sub w/Intent,1,0,10,9,13,1
Male,35,African-American,0,9,1,0,23,-1.0,1.0,F,Poss Pyrrolidinovalerophenone,1,0,9,6,23,1
Male,28,African-American,2,10,1,0,11,-1.0,1.0,F,Fleeing Or Attmp Eluding A Leo,0,0,10,5,11,0
Male,24,African-American,0,3,0,0,1,-1.0,1.0,F,Driving While License Revoked,0,0,3,6,1,0
Male,44,African-American,0,3,0,0,9,73.0,132.0,F,arrest case no charge,0,0,3,1,9,0
Male,25,Hispanic,0,8,0,4,5,,1223.0,F,arrest case no charge,0,0,8,7,5,0
Male,32,African-American,1,7,3,0,24,-1.0,1.0,F,Driving While License Revoked,1,1,7,6,24,1
Male,29,African-American,0,3,0,0,5,35.0,55.0,F,Att Burgl Unoccupied Dwel,1,0,3,3,5,1
Female,24,African-American,0,5,0,0,1,-1.0,1.0,F,Grand Theft in the 3rd Degree,0,0,5,4,1,0
Male,57,African-American,0,3,0,0,19,-1.0,1.0,F,Felony Driving While Lic Suspd,0,0,3,1,19,0
Male,21,Other,0,6,0,0,0,-1.0,1.0,M,Prowling/Loitering,0,0,6,7,0,0
Male,28,Caucasian,0,2,0,0,0,0.0,1.0,F,Counterfeit Lic Plates/Sticker,0,0,2,2,0,0
Male,51,Caucasian,0,1,0,0,0,0.0,1.0,M,Battery,0,0,1,1,0,0
Male,34,African-American,0,9,0,0,6,205.0,3238.0,F,Possession of Cocaine,1,0,9,3,6,1
Male,26,African-American,0,2,0,0,0,-1.0,1.0,M,Unlaw LicTag/Sticker Attach,1,0,2,2,0,1
Male,20,African-American,0,6,0,3,0,-1.0,1.0,F,Possession of Butylone,1,0,6,8,0,1
Male,25,African-American,0,7,1,0,6,-1.0,0.0,M,arrest case no charge,0,0,7,5,6,0
Male,19,Caucasian,0,6,0,0,0,-1.0,1.0,M,Battery,1,1,6,9,0,1
Male,49,Caucasian,0,1,0,0,1,-1.0,1.0,F,arrest case no charge,1,0,1,1,1,1
Male,57,African-American,0,10,0,0,27,-9.0,9.0,M,arrest case no charge,0,0,10,9,27,0
Female,27,African-American,0,2,0,0,0,0.0,0.0,M,Battery,0,0,2,3,0,0
Male,66,Caucasian,0,1,0,0,1,-1.0,1.0,M,arrest case no charge,0,0,1,1,1,0
Female,25,African-American,0,7,0,0,4,-46.0,46.0,M,arrest case no charge,1,1,7,3,4,1
Male,21,Caucasian,0,3,0,0,0,0.0,0.0,F,arrest case no charge,0,0,3,6,0,0
Male,45,Caucasian,0,2,0,0,1,0.0,1.0,F,Possession of Cocaine,0,0,2,1,1,0
Male,38,African-American,0,6,0,0,6,-205.0,205.0,F,Aggravated Assault,1,1,6,7,6,1
Male,37,African-American,2,8,3,0,24,-1.0,1.0,F,Burglary With Assault/battery,0,0,8,4,24,0
Male,44,Caucasian,0,9,0,0,13,0.0,1.0,F,Crimin Mischief Damage $1000+,1,0,9,8,13,1
Male,64,African-American,0,4,0,0,0,-1.0,1.0,F,Grand Theft in the 3rd Degree,0,0,4,1,0,0
Male,30,African-American,0,6,0,0,1,-1.0,1.0,F,Deliver Cocaine,1,1,6,4,1,1
Male,61,African-American,0,1,0,0,1,-1.0,1.0,M,arrest case no charge,0,0,1,1,1,0
Male,33,Caucasian,0,3,0,0,0,,1.0,F,Driving While License Revoked,0,0,3,3,0,0
Female,49,Caucasian,0,2,0,0,8,-10.0,10.0,F,arrest case no charge,0,0,2,1,8,0
Male,23,African-American,0,7,0,0,0,0.0,1.0,F,Tampering With Physical Evidence,0,0,7,5,0,0
Male,33,African-American,0,8,0,0,14,-79.0,79.0,F,Resist Officer w/Violence,0,0,8,5,14,0
Male,21,Caucasian,0,9,0,0,0,-2.0,2.0,F,Sale/Del Cannabis At/Near Scho,1,1,9,6,0,1
Female,30,Caucasian,0,10,0,0,2,-1.0,0.0,F,Burglary Unoccupied Dwelling,1,0,10,4,2,1
Male,26,Hispanic,0,4,0,1,7,0.0,1.0,M,Battery,0,0,4,4,7,0
Male,35,Other,0,1,0,0,3,-1.0,1.0,M,Battery,1,0,1,2,3,1
Male,27,African-American,0,9,0,1,2,-1.0,1.0,M,Possess Cannabis/20 Grams Or Less,1,0,9,4,2,0
Male,38,Caucasian,0,6,0,0,1,0.0,1.0,M,Battery,0,0,6,3,1,0
Male,48,African-American,0,9,0,0,14,23.0,298.0,F,arrest case no charge,1,0,9,3,14,1
Male,26,Caucasian,0,2,0,0,0,-1.0,1.0,M,Battery,0,0,2,3,0,0
Male,24,African-American,0,8,1,0,4,-27.0,27.0,F,Possession of Cocaine,1,0,8,5,4,1
Female,28,African-American,0,5,0,0,2,0.0,0.0,F,Possession Of Alprazolam,1,0,5,3,2,1
Female,44,Caucasian,0,6,0,0,4,0.0,0.0,F,Possession of Cocaine,1,0,6,2,4,1
Male,23,Caucasian,0,7,0,1,2,0.0,0.0,F,Poss of Firearm by Convic Felo,1,0,7,6,2,0
Female,34,Caucasian,0,6,0,0,1,-1.0,1.0,F,arrest case no charge,1,0,6,2,1,1
Male,20,Caucasian,0,5,1,0,1,-1.0,1.0,F,Burglary Conveyance Unoccup,1,0,5,7,1,1
Male,63,Other,0,4,0,0,23,-1.0,1.0,F,Felony Petit Theft,1,0,4,2,23,1
Female,36,African-American,0,1,0,0,0,0.0,0.0,M,DUI Level 0.15 Or Minor In Veh,0,0,1,1,0,0
Male,58,Caucasian,0,1,0,0,1,-1.0,1.0,F,arrest case no charge,0,0,1,1,1,0
Male,25,African-American,0,7,0,0,7,463.0,520.0,F,arrest case no charge,1,0,7,7,7,1
Male,46,Caucasian,0,3,0,0,5,125.0,240.0,M,arrest case no charge,0,0,3,2,5,0
Female,35,Caucasian,0,3,0,0,4,-30.0,30.0,F,Felony Battery w/Prior Convict,0,0,3,4,4,0
Male,23,African-American,0,7,0,0,3,-1.0,1.0,F,Burglary Unoccupied Dwelling,0,0,7,5,3,0
Male,40,Caucasian,0,1,0,0,1,-21.0,21.0,F,Attempted Robbery  No Weapon,0,0,1,1,1,0
Male,31,Hispanic,0,3,0,0,3,-1.0,1.0,F,Tamper With Witness/Victim/CI,0,0,3,3,3,0
Female,34,Hispanic,0,4,0,0,5,0.0,1.0,F,Live on Earnings of Prostitute,0,0,4,2,5,0
Male,23,African-American,0,6,0,0,3,-1.0,1.0,M,Viol Prot Injunc Repeat Viol,1,0,6,4,3,1
Male,27,Caucasian,0,3,0,0,0,-5.0,5.0,M,Fail Register Vehicle,1,0,3,2,0,1
Female,26,African-American,0,5,0,0,3,-27.0,27.0,F,Burglary With Assault/battery,0,0,5,3,3,0
Male,49,African-American,0,1,0,0,1,0.0,0.0,F,Felony Battery (Dom Strang),0,0,1,1,1,0
Female,47,Hispanic,0,1,0,0,0,0.0,0.0,M,Battery,0,0,1,1,0,0
Female,45,Native American,0,2,0,0,1,,147.0,M,arrest case no charge,0,0,2,1,1,0
Male,47,African-American,0,2,0,0,6,0.0,0.0,F,Att Tamper w/Physical Evidence,0,0,2,1,6,0
Male,34,African-American,0,6,0,0,7,0.0,1.0,F,Possession of Cannabis,1,0,6,2,7,1
Male,45,Hispanic,0,8,0,0,1,378.0,37.0,M,Viol Prot Injunc Repeat Viol,0,0,8,4,1,0
Male,27,African-American,0,9,0,0,10,-1.0,1.0,F,arrest case no charge,0,0,9,8,10,0
Female,52,Caucasian,0,1,0,0,0,0.0,1.0,M,Battery,0,0,1,1,0,0
Male,26,African-American,0,3,0,0,0,-3.0,3.0,M,Operating W/O Valid License,1,0,3,3,0,1
Male,25,African-American,0,7,0,1,9,0.0,1.0,F,Driving While License Revoked,0,0,7,4,9,0
Male,51,African-American,0,2,0,0,1,-1.0,1.0,F,arrest case no charge,0,0,2,2,1,0
Female,29,African-American,0,2,0,0,1,0.0,0.0,M,Refuse to Supply DNA Sample,1,0,2,2,1,0
Male,39,African-American,0,3,0,0,1,,5806.0,F,arrest case no charge,0,0,3,2,1,0
Male,46,Caucasian,0,1,0,0,0,-1.0,1.0,F,Stalking (Aggravated),0,0,1,1,0,0
Male,28,Caucasian,0,4,0,0,6,-2.0,2.0,F,Grand Theft in the 3rd Degree,0,0,4,3,6,0
Male,57,African-American,0,1,0,0,0,-1.0,1.0,F,Felony Battery (Dom Strang),0,0,1,1,0,0
Male,23,Hispanic,0,5,0,0,2,-1.0,1.0,F,Sel/Pur/Mfr/Del Control Substa,0,0,5,5,2,0
Male,34,African-American,0,9,0,0,27,-1.0,1.0,F,Felony Petit Theft,1,0,9,7,27,1
Male,27,African-American,0,3,0,0,3,-1.0,1.0,F,arrest case no charge,0,0,3,2,3,0
Male,25,African-American,0,9,0,1,7,-1.0,1.0,M,Viol Injunct Domestic Violence,1,0,9,6,7,1
Male,31,Caucasian,0,7,0,0,1,-1.0,1.0,F,Grand Theft in the 3rd Degree,1,1,7,2,1,1
Male,37,African-American,0,2,0,0,8,-1.0,1.0,F,Burglary Unoccupied Dwelling,0,0,2,1,8,0
Male,51,African-American,0,2,0,0,0,0.0,0.0,F,Possession of Cocaine,1,1,2,1,0,1
Male,51,Hispanic,0,2,0,0,3,-86.0,14.0,M,Disorderly Conduct,0,0,2,1,3,0
Male,28,African-American,0,6,1,0,8,-1.0,1.0,F,Resist Officer w/Violence,1,0,6,6,8,0
Male,56,Caucasian,0,1,0,0,4,0.0,0.0,F,Possession of Cocaine,0,0,1,1,4,0
Male,45,African-American,0,9,0,0,15,-1.0,1.0,F,Att Burgl Unoccupied Dwel,1,0,9,7,15,1
Male,26,Caucasian,0,6,0,0,7,-1.0,1.0,F,Burglary Dwelling Occupied,1,1,6,4,7,1
Male,33,Caucasian,0,8,0,0,7,-1.0,1.0,F,Felony Battery (Dom Strang),1,1,8,2,7,1
Male,23,Caucasian,0,4,0,3,0,-2.0,2.0,M,Battery,0,0,4,3,0,0
Male,31,African-American,0,2,0,0,0,0.0,0.0,M,Poss Drugs W/O A Prescription,0,0,2,2,0,0
Male,31,Other,0,3,0,0,0,-1.0,1.0,M,Battery,0,0,3,3,0,0
Male,19,Hispanic,1,9,0,0,1,-12.0,12.0,F,arrest case no charge,1,1,9,10,1,0
Male,32,Caucasian,0,1,0,0,0,0.0,0.0,F,Aggravated Assault W/o Firearm,0,0,1,1,0,0
Male,30,Caucasian,0,3,0,0,1,-1.0,1.0,M,Driving Under The Influence,1,0,3,2,1,1
Female,48,Hispanic,0,6,0,0,9,-87.0,87.0,F,arrest case no charge,0,0,6,6,9,0
Male,66,Caucasian,0,1,0,0,1,-1.0,1.0,F,arrest case no charge,0,0,1,1,1,0
Female,40,African-American,0,1,0,0,0,0.0,1.0,F,Grand Theft in the 1st Degree,0,0,1,1,0,0
Male,59,African-American,0,2,0,0,4,0.0,1.0,M,Battery,0,0,2,2,4,0
Male,25,African-American,0,7,0,0,5,118.0,120.0,F,arrest case no charge,0,0,7,7,5,0
Male,27,African-American,0,7,0,0,3,-23.0,282.0,M,Leave Accd/Attend Veh/Less $50,0,0,7,3,3,0
Male,22,African-American,0,3,0,0,0,-1.0,1.0,F,Grand Theft in the 3rd Degree,0,0,3,6,0,0
Male,58,Caucasian,0,1,0,0,1,-1.0,1.0,F,Fel Drive License Perm Revoke,0,0,1,1,1,0
Male,49,African-American,0,1,0,0,1,,1.0,M,Battery,0,0,1,1,1,0
Male,29,Caucasian,0,3,0,0,2,-2.0,2.0,F,Grand Theft in the 3rd Degree,0,0,3,2,2,0
Female,44,Caucasian,0,7,0,0,11,245.0,1.0,F,Felony Battery w/Prior Convict,1,0,7,2,11,1
Male,24,African-American,0,4,0,0,2,203.0,453.0,F,Burglary Unoccupied Dwelling,0,0,4,3,2,0
Male,27,African-American,0,8,0,0,0,-1.0,1.0,F,Aggravated Assault W/Dead Weap,1,1,8,7,0,1
Female,34,African-American,0,5,0,0,5,-53.0,53.0,F,Resist Officer w/Violence,1,0,5,5,5,1
Male,24,Caucasian,0,5,0,0,0,-3.0,3.0,F,Possession Of Alprazolam,0,0,5,4,0,0
Female,35,Caucasian,0,4,1,0,3,0.0,0.0,F,Aggrav Battery w/Deadly Weapon,0,0,4,2,3,0
Male,65,Caucasian,0,3,0,0,4,,68.0,M,Battery,0,0,3,1,4,0
Male,29,African-American,0,8,2,1,7,0.0,0.0,F,Grand Theft in the 3rd Degree,1,0,8,7,7,1
Male,30,African-American,1,9,0,0,5,-1.0,1.0,F,Aggravated Assault W/dead Weap,1,1,9,6,5,1
Male,23,African-American,0,2,1,1,1,-1.0,1.0,F,Possession Burglary Tools,1,1,2,4,1,0
Male,32,Caucasian,0,4,0,0,2,-27.0,27.0,F,Possession Of Heroin,1,1,4,1,2,1
Male,22,Caucasian,0,5,0,0,2,-1.0,1.0,F,arrest case no charge,0,0,5,5,2,0
Male,21,African-American,0,3,0,0,0,-1.0,1.0,M,Battery,0,0,3,5,0,0
Female,43,Caucasian,0,2,0,0,0,-1.0,2.0,M,Battery,0,0,2,1,0,0
Male,29,African-American,0,8,0,0,0,-1.0,1.0,F,Poss of Cocaine W/I/D/S 1000FT Park,0,0,8,4,0,0
Male,43,African-American,0,3,0,0,1,0.0,1.0,F,Robbery Sudd Snatch No Weapon,0,0,3,3,1,0
Male,25,African-American,0,2,0,0,1,-1.0,1.0,F,arrest case no charge,0,0,2,3,1,0
Male,47,Caucasian,0,1,0,0,0,-1.0,1.0,M,Battery,0,0,1,1,0,0
Female,21,African-American,0,5,0,0,0,-2.0,2.0,F,Grand Theft in the 3rd Degree,0,0,5,6,0,0
Female,25,African-American,0,6,0,0,1,-100.0,1554.0,M,Disorderly Conduct,0,0,6,3,1,0
Male,54,Caucasian,0,1,0,0,0,0.0,1.0,M,Battery,0,0,1,1,0,0
Male,34,African-American,0,1,0,1,3,-1.0,1.0,F,Lewd Act Presence Child 16-,1,1,1,1,3,1
Female,28,African-American,0,2,0,0,2,-1.0,1.0,M,Battery,0,0,2,2,2,0
Female,53,Caucasian,0,1,0,0,4,-1.0,1.0,F,Poss Contr Subst W/o Prescript,1,0,1,1,4,1
Male,54,African-American,0,1,0,0,0,0.0,1.0,M,Soliciting For Prostitution,0,0,1,1,0,0
Male,37,Hispanic,0,1,0,0,3,-1.0,1.0,F,arrest case no charge,1,0,1,2,3,1
Male,34,African-American,0,4,0,0,2,-1.0,1.0,F,Felony Driving While Lic Suspd,0,0,4,1,2,0
Male,50,Hispanic,0,9,0,0,11,-210.0,210.0,M,Extradition/Defendants,0,0,9,3,11,0
Female,60,Caucasian,0,1,0,0,0,-1.0,1.0,F,Battery on Law Enforc Officer,1,0,1,1,0,1
Male,22,African-American,0,4,0,0,0,-1.0,1.0,F,Grand Theft in the 3rd Degree,0,0,4,5,0,0
Male,51,African-American,0,7,0,0,3,0.0,1.0,F,Felony Driving While Lic Suspd,0,0,7,4,3,0
