sex,age,race,juv_fel_count,decile_score,juv_misd_count,juv_other_count,priors_count,days_b_screening_arrest,c_days_from_compas,c_charge_degree,c_charge_desc,is_recid,is_violent_recid,decile_score.1,v_decile_score,priors_count.1,two_year_recid
0.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,45.0,0.0,0.0,0.0,1.0,1.0,0.0
1.0,22.0,0.0,0.0,6.0,0.0,0.0,0.0,-2.0,2.0,1.0,248.0,0.0,0.0,0.0,6.0,5.0,0.0
1.0,29.0,0.0,0.0,2.0,0.0,0.0,0.0,-1.0,1.0,0.0,195.0,0.0,0.0,0.0,2.0,3.0,0.0
0.0,28.0,0.0,0.0,5.0,0.0,0.0,23.0,-16.0,16.0,0.0,19.0,0.0,0.0,0.0,5.0,4.0,3.0
0.0,43.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0,1.0,45.0,0.0,0.0,0.0,1.0,1.0,0.0
1.0,52.0,2.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0,1.0,45.0,0.0,0.0,0.0,1.0,1.0,0.0
1.0,39.0,5.0,0.0,4.0,0.0,0.0,1.0,-1.0,438.0,0.0,437.0,0.0,0.0,0.0,4.0,2.0,1.0
1.0,41.0,3.0,0.0,3.0,0.0,0.0,0.0,-2.0,2.0,0.0,319.0,0.0,0.0,0.0,3.0,1.0,0.0
1.0,23.0,0.0,0.0,7.0,0.0,0.0,0.0,-1.0,1.0,0.0,124.0,0.0,0.0,0.0,7.0,5.0,0.0
1.0,37.0,2.0,0.0,0.0,0.0,0.0,0.0,-3.0,3.0,1.0,288.0,0.0,0.0,0.0,1.0,1.0,0.0
0.0,29.0,0.0,0.0,2.0,0.0,0.0,0.0,-1.0,1.0,0.0,348.0,0.0,0.0,0.0,2.0,2.0,0.0
1.0,31.0,5.0,0.0,2.0,1.0,0.0,32.0,0.0,0.0,1.0,45.0,0.0,0.0,0.0,2.0,2.0,5.0
1.0,24.0,2.0,0.0,2.0,0.0,0.0,12.0,0.0,0.0,1.0,141.0,0.0,0.0,0.0,2.0,3.0,2.0
1.0,23.0,0.0,0.0,7.0,0.0,0.0,12.0,-1.0,1.0,1.0,45.0,0.0,0.0,0.0,7.0,6.0,2.0
1.0,58.0,0.0,0.0,9.0,0.0,0.0,8.0,-47.0,47.0,0.0,178.0,1.0,0.0,0.0,9.0,9.0,16.0
1.0,45.0,3.0,0.0,6.0,0.0,0.0,35.0,-1.0,1.0,0.0,178.0,0.0,0.0,0.0,6.0,3.0,8.0
1.0,23.0,0.0,1.0,9.0,0.0,0.0,31.0,-1.0,1.0,0.0,437.0,0.0,0.0,0.0,9.0,9.0,4.0
0.0,26.0,2.0,0.0,6.0,0.0,0.0,0.0,-2.0,2.0,1.0,154.0,0.0,0.0,0.0,6.0,3.0,0.0
1.0,52.0,5.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0,0.0,379.0,0.0,0.0,0.0,1.0,1.0,0.0
0.0,22.0,0.0,0.0,3.0,0.0,0.0,0.0,-1.0,1.0,1.0,45.0,0.0,0.0,0.0,3.0,4.0,0.0
0.0,22.0,0.0,0.0,9.0,0.0,0.0,12.0,-1.0,72.0,0.0,350.0,0.0,0.0,0.0,9.0,6.0,2.0
1.0,40.0,2.0,0.0,0.0,0.0,0.0,12.0,-1.0,1.0,1.0,437.0,0.0,0.0,0.0,1.0,1.0,2.0
1.0,61.0,2.0,0.0,6.0,0.0,0.0,31.0,-1.0,1.0,0.0,427.0,0.0,0.0,0.0,6.0,5.0,4.0
1.0,33.0,5.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0,1.0,45.0,0.0,0.0,0.0,1.0,1.0,0.0
1.0,47.0,0.0,0.0,2.0,0.0,0.0,23.0,-1.0,1.0,0.0,15.0,0.0,0.0,0.0,2.0,1.0,3.0
1.0,32.0,0.0,0.0,2.0,0.0,0.0,1.0,-1.0,1.0,0.0,437.0,0.0,0.0,0.0,2.0,3.0,1.0
1.0,33.0,0.0,0.0,7.0,0.0,0.0,0.0,-1.0,1.0,1.0,343.0,0.0,0.0,0.0,7.0,7.0,0.0
1.0,53.0,0.0,0.0,4.0,0.0,0.0,32.0,-1.0,1.0,0.0,51.0,0.0,0.0,0.0,4.0,1.0,5.0
1.0,56.0,2.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0,0.0,345.0,0.0,0.0,0.0,1.0,1.0,0.0
1.0,37.0,5.0,3.0,3.0,0.0,0.0,3.0,-1.0,1.0,0.0,251.0,0.0,0.0,0.0,3.0,1.0,11.0
0.0,22.0,0.0,0.0,4.0,0.0,0.0,0.0,-1.0,2.0,1.0,45.0,0.0,0.0,0.0,4.0,5.0,0.0
1.0,64.0,0.0,0.0,2.0,0.0,0.0,0.0,-1.0,1.0,1.0,45.0,0.0,0.0,0.0,2.0,1.0,0.0
0.0,33.0,2.0,0.0,0.0,0.0,0.0,0.0,-2.0,2.0,1.0,380.0,0.0,0.0,0.0,1.0,1.0,0.0
1.0,30.0,2.0,0.0,3.0,0.0,0.0,0.0,-7.0,7.0,0.0,195.0,0.0,0.0,0.0,3.0,1.0,0.0
1.0,30.0,2.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0,0.0,172.0,0.0,0.0,0.0,1.0,2.0,0.0
1.0,35.0,0.0,0.0,3.0,0.0,0.0,12.0,-1.0,1.0,0.0,406.0,0.0,0.0,0.0,3.0,2.0,2.0
1.0,26.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,45.0,0.0,0.0,0.0,1.0,2.0,1.0
1.0,21.0,2.0,0.0,4.0,0.0,0.0,1.0,-1.0,1.0,0.0,437.0,0.0,0.0,0.0,4.0,6.0,1.0
1.0,32.0,3.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0,1.0,45.0,0.0,0.0,0.0,1.0,1.0,0.0
0.0,36.0,3.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,1.0,45.0,0.0,0.0,0.0,3.0,1.0,1.0
1.0,30.0,0.0,0.0,2.0,0.0,0.0,31.0,0.0,0.0,0.0,142.0,0.0,0.0,0.0,2.0,2.0,4.0
1.0,23.0,0.0,0.0,7.0,0.0,0.0,0.0,-1.0,1.0,1.0,45.0,0.0,0.0,0.0,7.0,6.0,0.0
1.0,45.0,0.0,0.0,3.0,0.0,0.0,1.0,-1.0,1.0,0.0,437.0,0.0,0.0,0.0,3.0,1.0,1.0
1.0,31.0,5.0,0.0,2.0,0.0,0.0,0.0,-1.0,1.0,1.0,45.0,0.0,0.0,0.0,2.0,2.0,0.0
1.0,22.0,0.0,0.0,9.0,0.0,0.0,23.0,-1.0,1.0,0.0,5.0,0.0,0.0,0.0,9.0,9.0,3.0
1.0,52.0,3.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0,1.0,45.0,0.0,0.0,0.0,1.0,1.0,0.0
1.0,32.0,0.0,0.0,5.0,0.0,0.0,0.0,-1.0,1.0,1.0,432.0,0.0,0.0,0.0,5.0,2.0,0.0
1.0,30.0,0.0,0.0,8.0,4.0,3.0,3.0,-1.0,1.0,0.0,378.0,0.0,0.0,0.0,8.0,3.0,11.0
1.0,23.0,0.0,0.0,9.0,0.0,0.0,0.0,-1.0,1.0,1.0,45.0,0.0,0.0,0.0,9.0,8.0,0.0
1.0,48.0,5.0,0.0,2.0,0.0,0.0,34.0,-1.0,1.0,0.0,72.0,0.0,0.0,0.0,2.0,2.0,7.0
1.0,31.0,2.0,0.0,4.0,0.0,0.0,0.0,-1.0,1.0,0.0,121.0,0.0,0.0,0.0,4.0,5.0,0.0
1.0,49.0,2.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0,0.0,195.0,0.0,0.0,0.0,1.0,1.0,0.0
0.0,27.0,2.0,0.0,2.0,0.0,0.0,12.0,-1.0,430.0,1.0,140.0,0.0,0.0,0.0,2.0,4.0,2.0
1.0,22.0,3.0,0.0,2.0,0.0,0.0,0.0,-1.0,1.0,1.0,211.0,0.0,0.0,0.0,2.0,5.0,0.0
1.0,44.0,0.0,0.0,3.0,0.0,0.0,36.0,73.0,132.0,0.0,437.0,0.0,0.0,0.0,3.0,1.0,9.0
1.0,25.0,0.0,0.0,2.0,0.0,0.0,1.0,-1.0,1.0,0.0,437.0,0.0,0.0,0.0,2.0,3.0,1.0
1.0,54.0,0.0,0.0,8.0,0.0,0.0,3.0,-1.0,1.0,0.0,437.0,0.0,0.0,0.0,8.0,3.0,11.0
1.0,27.0,0.0,0.0,2.0,0.0,0.0,1.0,-1.0,1.0,0.0,189.0,1.0,0.0,0.0,2.0,3.0,1.0
0.0,40.0,0.0,0.0,5.0,0.0,0.0,12.0,-1.0,1.0,1.0,380.0,0.0,0.0,0.0,5.0,1.0,2.0
1.0,30.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,285.0,0.0,0.0,0.0,6.0,5.0,0.0
1.0,29.0,0.0,0.0,2.0,0.0,0.0,0.0,-1.0,1.0,1.0,45.0,0.0,0.0,0.0,2.0,3.0,0.0
1.0,22.0,0.0,0.0,2.0,0.0,0.0,1.0,-1.0,1.0,0.0,437.0,0.0,0.0,0.0,2.0,4.0,1.0
1.0,57.0,2.0,0.0,0.0,0.0,0.0,0.0,-2.0,2.0,0.0,172.0,0.0,0.0,0.0,1.0,1.0,0.0
0.0,21.0,2.0,0.0,7.0,0.0,0.0,1.0,-99.0,99.0,1.0,45.0,0.0,0.0,0.0,7.0,6.0,1.0
1.0,41.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,45.0,0.0,0.0,0.0,1.0,1.0,0.0
1.0,69.0,3.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0,1.0,45.0,0.0,0.0,0.0,1.0,1.0,0.0
1.0,26.0,2.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,258.0,0.0,0.0,0.0,5.0,4.0,0.0
1.0,51.0,2.0,0.0,0.0,0.0,0.0,1.0,-83.0,83.0,0.0,437.0,0.0,0.0,0.0,1.0,1.0,1.0
0.0,28.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,45.0,0.0,0.0,0.0,2.0,2.0,0.0
1.0,31.0,5.0,0.0,2.0,0.0,0.0,0.0,-1.0,1.0,1.0,45.0,0.0,0.0,0.0,2.0,2.0,0.0
0.0,33.0,2.0,0.0,3.0,0.0,0.0,12.0,-1.0,2.0,0.0,323.0,0.0,0.0,0.0,3.0,2.0,2.0
1.0,43.0,5.0,0.0,0.0,0.0,0.0,12.0,-1.0,1.0,1.0,45.0,0.0,0.0,0.0,1.0,1.0,2.0
1.0,28.0,0.0,0.0,8.0,0.0,0.0,32.0,-1.0,1.0,1.0,437.0,0.0,0.0,0.0,8.0,6.0,5.0
1.0,38.0,0.0,1.0,6.0,7.0,0.0,35.0,0.0,1.0,1.0,45.0,0.0,0.0,0.0,6.0,4.0,8.0
0.0,30.0,0.0,0.0,3.0,0.0,0.0,31.0,-5.0,5.0,0.0,66.0,0.0,0.0,0.0,3.0,3.0,4.0
1.0,56.0,3.0,0.0,0.0,0.0,0.0,12.0,-108.0,108.0,0.0,437.0,0.0,0.0,0.0,1.0,1.0,2.0
0.0,35.0,0.0,0.0,6.0,0.0,0.0,12.0,-15.0,15.0,0.0,437.0,0.0,0.0,0.0,6.0,2.0,2.0
1.0,21.0,0.0,0.0,4.0,0.0,0.0,0.0,-1.0,1.0,1.0,138.0,1.0,0.0,0.0,4.0,6.0,0.0
0.0,40.0,2.0,0.0,2.0,0.0,0.0,0.0,-1.0,1.0,1.0,140.0,0.0,0.0,0.0,2.0,1.0,0.0
0.0,51.0,2.0,0.0,5.0,0.0,0.0,32.0,0.0,0.0,0.0,437.0,0.0,0.0,0.0,5.0,2.0,5.0
0.0,52.0,2.0,0.0,0.0,0.0,0.0,33.0,-13.0,13.0,0.0,437.0,0.0,0.0,0.0,1.0,1.0,6.0
1.0,27.0,2.0,0.0,3.0,0.0,0.0,1.0,-1.0,1.0,0.0,437.0,0.0,0.0,0.0,3.0,2.0,1.0
1.0,26.0,2.0,0.0,4.0,0.0,0.0,12.0,-60.0,60.0,0.0,173.0,0.0,0.0,0.0,4.0,4.0,2.0
1.0,27.0,2.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0,0.0,420.0,0.0,0.0,0.0,1.0,2.0,0.0
1.0,30.0,0.0,0.0,1.0,0.0,0.0,31.0,-1.0,1.0,1.0,380.0,0.0,0.0,0.0,10.0,6.0,4.0
1.0,31.0,0.0,0.0,4.0,0.0,0.0,0.0,-1.0,0.0,1.0,288.0,0.0,0.0,0.0,4.0,2.0,0.0
0.0,55.0,2.0,0.0,0.0,0.0,0.0,0.0,-3.0,3.0,1.0,45.0,0.0,0.0,0.0,1.0,1.0,0.0
0.0,47.0,0.0,0.0,2.0,0.0,0.0,0.0,-2.0,2.0,1.0,137.0,0.0,0.0,0.0,2.0,1.0,0.0
1.0,25.0,0.0,0.0,5.0,0.0,0.0,31.0,-170.0,170.0,1.0,244.0,0.0,0.0,0.0,5.0,8.0,4.0
1.0,30.0,3.0,0.0,2.0,0.0,0.0,12.0,-1.0,1.0,0.0,323.0,0.0,0.0,0.0,2.0,2.0,2.0
1.0,50.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,319.0,0.0,0.0,0.0,1.0,1.0,0.0
0.0,48.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,9485.0,0.0,289.0,0.0,0.0,0.0,1.0,1.0,1.0
0.0,35.0,0.0,0.0,5.0,0.0,0.0,31.0,-1.0,1.0,0.0,15.0,0.0,0.0,0.0,5.0,3.0,4.0
1.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0,0.0,15.0,0.0,0.0,0.0,1.0,2.0,0.0
1.0,25.0,0.0,0.0,6.0,0.0,0.0,12.0,0.0,0.0,1.0,408.0,1.0,0.0,1.0,6.0,5.0,2.0
1.0,54.0,5.0,0.0,0.0,0.0,0.0,12.0,-1.0,1.0,1.0,45.0,0.0,0.0,0.0,1.0,1.0,2.0
1.0,48.0,5.0,0.0,5.0,0.0,0.0,4.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,5.0,4.0,12.0
1.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0,0.0,348.0,0.0,0.0,0.0,1.0,2.0,0.0
1.0,39.0,0.0,0.0,6.0,0.0,0.0,1.0,-9.0,9.0,0.0,437.0,0.0,0.0,0.0,6.0,1.0,1.0
1.0,39.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,142.0,0.0,0.0,0.0,3.0,2.0,0.0
1.0,26.0,2.0,0.0,5.0,0.0,0.0,1.0,-31.0,31.0,0.0,437.0,0.0,0.0,0.0,5.0,5.0,1.0
1.0,30.0,2.0,0.0,3.0,1.0,1.0,23.0,-1.0,1.0,0.0,385.0,0.0,0.0,0.0,3.0,3.0,3.0
1.0,32.0,2.0,0.0,5.0,0.0,0.0,23.0,-1.0,1.0,0.0,437.0,0.0,0.0,0.0,5.0,2.0,3.0
0.0,21.0,2.0,0.0,5.0,0.0,0.0,0.0,-1.0,1.0,0.0,195.0,0.0,0.0,0.0,5.0,6.0,0.0
1.0,35.0,3.0,0.0,2.0,0.0,0.0,32.0,-1.0,2.0,1.0,339.0,0.0,0.0,0.0,2.0,1.0,5.0
0.0,39.0,0.0,0.0,5.0,0.0,0.0,1.0,7.0,121.0,0.0,437.0,0.0,0.0,0.0,5.0,5.0,1.0
1.0,41.0,3.0,0.0,0.0,0.0,0.0,1.0,-1.0,1.0,1.0,10.0,0.0,0.0,0.0,1.0,1.0,1.0
0.0,34.0,0.0,0.0,3.0,0.0,0.0,32.0,-1.0,1.0,0.0,437.0,1.0,0.0,0.0,3.0,3.0,5.0
0.0,40.0,2.0,0.0,1.0,0.0,0.0,32.0,16.0,483.0,0.0,195.0,0.0,0.0,0.0,10.0,3.0,5.0
1.0,44.0,2.0,0.0,4.0,0.0,0.0,31.0,0.0,0.0,1.0,45.0,0.0,0.0,0.0,4.0,4.0,4.0
1.0,24.0,1.0,0.0,3.0,0.0,0.0,0.0,-1.0,1.0,1.0,45.0,0.0,0.0,0.0,3.0,4.0,0.0
1.0,41.0,2.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0,0.0,172.0,0.0,0.0,0.0,1.0,1.0,0.0
1.0,29.0,4.0,0.0,2.0,0.0,0.0,1.0,37.0,187.0,0.0,319.0,0.0,0.0,0.0,2.0,2.0,1.0
1.0,58.0,2.0,0.0,0.0,0.0,0.0,1.0,-1.0,2.0,1.0,45.0,0.0,0.0,0.0,1.0,1.0,1.0
1.0,37.0,0.0,0.0,9.0,0.0,0.0,9.0,-1.0,1.0,1.0,343.0,0.0,0.0,0.0,9.0,3.0,17.0
1.0,28.0,0.0,0.0,2.0,0.0,0.0,1.0,-1.0,1.0,0.0,437.0,0.0,0.0,0.0,2.0,2.0,1.0
0.0,21.0,0.0,0.0,8.0,0.0,0.0,12.0,-1.0,1.0,0.0,437.0,0.0,0.0,0.0,8.0,8.0,2.0
1.0,43.0,3.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0,1.0,45.0,0.0,0.0,0.0,1.0,1.0,0.0
1.0,66.0,2.0,0.0,3.0,0.0,0.0,12.0,-1.0,1.0,1.0,429.0,0.0,0.0,0.0,3.0,1.0,2.0
1.0,48.0,2.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,319.0,0.0,0.0,0.0,2.0,1.0,1.0
1.0,30.0,5.0,0.0,0.0,0.0,0.0,1.0,-1.0,1.0,0.0,62.0,0.0,0.0,0.0,1.0,2.0,1.0
1.0,26.0,0.0,0.0,6.0,1.0,0.0,23.0,-1.0,369.0,1.0,248.0,0.0,0.0,0.0,6.0,7.0,3.0
0.0,22.0,2.0,0.0,7.0,1.0,1.0,12.0,-1.0,681.0,0.0,437.0,0.0,0.0,0.0,7.0,5.0,2.0
1.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0,0.0,373.0,0.0,0.0,0.0,1.0,1.0,0.0
1.0,71.0,2.0,0.0,2.0,0.0,0.0,5.0,-1.0,1.0,0.0,177.0,0.0,0.0,0.0,2.0,1.0,13.0
1.0,23.0,0.0,0.0,5.0,0.0,0.0,1.0,-39.0,4.0,0.0,437.0,0.0,0.0,0.0,5.0,5.0,1.0
1.0,47.0,0.0,0.0,2.0,0.0,0.0,1.0,-1.0,1.0,0.0,437.0,0.0,0.0,0.0,2.0,3.0,1.0
1.0,47.0,0.0,0.0,2.0,0.0,0.0,23.0,-1.0,1.0,0.0,15.0,0.0,0.0,0.0,2.0,1.0,3.0
1.0,37.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,121.0,1.0,140.0,0.0,0.0,0.0,1.0,1.0,2.0
0.0,42.0,2.0,0.0,2.0,0.0,0.0,0.0,-3.0,3.0,0.0,319.0,0.0,0.0,0.0,2.0,1.0,0.0
0.0,45.0,2.0,0.0,6.0,0.0,0.0,1.0,0.0,0.0,0.0,177.0,0.0,0.0,0.0,6.0,4.0,1.0
0.0,37.0,5.0,0.0,0.0,0.0,0.0,0.0,-1.0,2.0,1.0,45.0,0.0,0.0,0.0,1.0,1.0,0.0
1.0,29.0,0.0,0.0,6.0,0.0,0.0,12.0,-1.0,1.0,0.0,437.0,0.0,0.0,0.0,6.0,3.0,2.0
0.0,27.0,2.0,0.0,4.0,0.0,0.0,1.0,-66.0,66.0,0.0,51.0,0.0,0.0,0.0,4.0,3.0,1.0
1.0,40.0,0.0,0.0,5.0,0.0,0.0,14.0,-1.0,1.0,0.0,171.0,0.0,0.0,0.0,5.0,3.0,21.0
1.0,24.0,2.0,0.0,9.0,0.0,0.0,0.0,0.0,1.0,0.0,319.0,0.0,0.0,0.0,9.0,7.0,0.0
1.0,42.0,0.0,0.0,5.0,0.0,0.0,0.0,-1.0,1.0,0.0,172.0,0.0,0.0,0.0,5.0,5.0,0.0
1.0,21.0,3.0,0.0,8.0,0.0,4.0,1.0,-25.0,25.0,0.0,319.0,0.0,0.0,0.0,8.0,6.0,1.0
0.0,31.0,2.0,0.0,6.0,0.0,0.0,12.0,0.0,1.0,1.0,31.0,0.0,0.0,0.0,6.0,3.0,2.0
0.0,27.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,45.0,0.0,0.0,0.0,3.0,3.0,0.0
1.0,41.0,0.0,0.0,5.0,0.0,0.0,31.0,-1.0,1.0,0.0,75.0,0.0,0.0,0.0,5.0,2.0,4.0
1.0,37.0,0.0,0.0,6.0,0.0,0.0,35.0,0.0,1.0,0.0,437.0,0.0,0.0,0.0,6.0,4.0,8.0
1.0,61.0,0.0,0.0,2.0,0.0,0.0,36.0,253.0,298.0,0.0,437.0,0.0,0.0,0.0,2.0,2.0,9.0
1.0,31.0,5.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0,1.0,45.0,0.0,0.0,0.0,1.0,1.0,0.0
1.0,24.0,1.0,0.0,3.0,0.0,0.0,0.0,-1.0,1.0,1.0,45.0,0.0,0.0,0.0,3.0,4.0,0.0
0.0,22.0,0.0,0.0,5.0,0.0,0.0,1.0,-28.0,28.0,0.0,232.0,0.0,0.0,0.0,5.0,5.0,1.0
1.0,31.0,0.0,0.0,7.0,0.0,0.0,32.0,-1.0,1.0,0.0,437.0,0.0,0.0,0.0,7.0,4.0,5.0
0.0,30.0,2.0,0.0,6.0,0.0,0.0,0.0,0.0,1.0,1.0,45.0,0.0,0.0,0.0,6.0,2.0,0.0
1.0,34.0,3.0,0.0,2.0,0.0,0.0,1.0,-1.0,1.0,0.0,22.0,0.0,0.0,0.0,2.0,2.0,1.0
0.0,51.0,2.0,0.0,0.0,0.0,0.0,1.0,-98.0,98.0,0.0,322.0,0.0,0.0,0.0,1.0,1.0,1.0
1.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0,0.0,271.0,0.0,0.0,0.0,1.0,1.0,0.0
1.0,34.0,2.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0,1.0,45.0,0.0,0.0,0.0,1.0,1.0,0.0
0.0,43.0,2.0,0.0,6.0,0.0,0.0,0.0,-1.0,1.0,1.0,45.0,0.0,0.0,0.0,6.0,1.0,0.0
1.0,57.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,67.0,0.0,0.0,0.0,1.0,1.0,0.0
1.0,41.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,1.0,0.0,192.0,0.0,0.0,0.0,1.0,1.0,1.0
0.0,24.0,2.0,0.0,6.0,0.0,0.0,0.0,-1.0,1.0,1.0,45.0,0.0,0.0,0.0,6.0,4.0,0.0
1.0,29.0,0.0,0.0,2.0,0.0,0.0,0.0,-1.0,1.0,0.0,195.0,0.0,0.0,0.0,2.0,3.0,0.0
1.0,56.0,3.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
1.0,23.0,0.0,0.0,9.0,0.0,0.0,0.0,-1.0,1.0,1.0,45.0,0.0,0.0,0.0,9.0,8.0,0.0
0.0,25.0,0.0,0.0,1.0,0.0,0.0,32.0,-1.0,389.0,1.0,405.0,0.0,0.0,0.0,10.0,9.0,5.0
1.0,46.0,1.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0,1.0,45.0,0.0,0.0,0.0,1.0,1.0,0.0
1.0,46.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,107.0,0.0,0.0,0.0,2.0,1.0,0.0
1.0,31.0,0.0,0.0,2.0,0.0,0.0,12.0,-1.0,1.0,0.0,195.0,1.0,0.0,0.0,2.0,2.0,2.0
1.0,29.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,1.0,45.0,0.0,0.0,0.0,6.0,3.0,0.0
1.0,27.0,0.0,0.0,2.0,0.0,0.0,1.0,-3.0,3.0,0.0,437.0,0.0,0.0,0.0,2.0,3.0,1.0
1.0,31.0,0.0,0.0,6.0,0.0,0.0,1.0,-1.0,1324.0,0.0,437.0,0.0,0.0,0.0,6.0,6.0,1.0
1.0,57.0,0.0,0.0,6.0,0.0,0.0,11.0,-1.0,1.0,0.0,319.0,0.0,0.0,0.0,6.0,1.0,19.0
0.0,32.0,0.0,0.0,6.0,0.0,0.0,23.0,-1.0,1.0,1.0,51.0,0.0,0.0,0.0,6.0,4.0,3.0
1.0,30.0,0.0,0.0,4.0,0.0,0.0,33.0,-1.0,1.0,0.0,279.0,0.0,0.0,0.0,4.0,4.0,6.0
1.0,79.0,2.0,0.0,0.0,0.0,0.0,1.0,-22.0,22.0,1.0,136.0,0.0,0.0,0.0,1.0,1.0,1.0
1.0,54.0,5.0,0.0,0.0,0.0,0.0,1.0,-2.0,2.0,0.0,377.0,0.0,0.0,0.0,1.0,1.0,1.0
1.0,26.0,3.0,0.0,0.0,0.0,1.0,12.0,0.0,1.0,1.0,45.0,0.0,0.0,0.0,1.0,2.0,2.0
1.0,36.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,45.0,0.0,0.0,0.0,1.0,1.0,0.0
1.0,24.0,3.0,0.0,3.0,0.0,0.0,12.0,-25.0,25.0,0.0,217.0,0.0,0.0,0.0,3.0,4.0,2.0
1.0,25.0,5.0,0.0,2.0,0.0,0.0,12.0,0.0,1.0,0.0,285.0,0.0,0.0,0.0,2.0,3.0,2.0
0.0,37.0,2.0,0.0,1.0,0.0,0.0,33.0,-110.0,111.0,0.0,319.0,0.0,0.0,0.0,10.0,4.0,6.0
1.0,72.0,2.0,0.0,4.0,0.0,0.0,34.0,-1.0,2.0,0.0,350.0,0.0,0.0,0.0,4.0,1.0,7.0
1.0,50.0,0.0,1.0,9.0,0.0,0.0,34.0,-1.0,1154.0,1.0,45.0,0.0,0.0,0.0,9.0,4.0,7.0
1.0,40.0,0.0,0.0,2.0,0.0,0.0,0.0,-3.0,3.0,0.0,377.0,0.0,0.0,0.0,2.0,1.0,0.0
1.0,40.0,2.0,0.0,3.0,0.0,0.0,32.0,-1.0,1.0,0.0,251.0,0.0,0.0,0.0,3.0,1.0,5.0
1.0,31.0,0.0,0.0,5.0,0.0,1.0,7.0,-1.0,1.0,0.0,37.0,1.0,0.0,0.0,5.0,7.0,15.0
0.0,22.0,2.0,0.0,7.0,1.0,1.0,12.0,-1.0,681.0,0.0,437.0,0.0,0.0,0.0,7.0,5.0,2.0
0.0,53.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,319.0,0.0,0.0,0.0,1.0,1.0,0.0
1.0,24.0,2.0,0.0,2.0,0.0,0.0,1.0,-8.0,8.0,1.0,95.0,0.0,0.0,0.0,2.0,3.0,1.0
1.0,24.0,0.0,0.0,6.0,0.0,0.0,1.0,-1.0,458.0,1.0,437.0,0.0,0.0,0.0,6.0,6.0,1.0
1.0,50.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,108.0,0.0,0.0,0.0,1.0,1.0,0.0
1.0,44.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,380.0,0.0,0.0,0.0,1.0,1.0,0.0
0.0,54.0,2.0,0.0,2.0,0.0,0.0,1.0,-4.0,4.0,1.0,141.0,0.0,0.0,0.0,2.0,1.0,1.0
1.0,46.0,2.0,0.0,3.0,0.0,0.0,12.0,-1.0,1.0,0.0,372.0,0.0,0.0,0.0,3.0,1.0,2.0
1.0,28.0,0.0,0.0,7.0,0.0,0.0,31.0,-1.0,1.0,0.0,63.0,0.0,0.0,0.0,7.0,9.0,4.0
